Product ID : 1021 JPs covered : 67 : Banking, 
us_000543159,0.111743, 0.193596
us_000581969,0.111743, 0.198375
pr_001819739,0.111743, 0.198778
pr_000904451,0.111743, 0.199639
pr_002149188,0.111743, 0.200394
us_000505181,0.111743, 0.200950
us_000579465,0.111743, 0.201439
pr_000553314,0.111743, 0.203101
pr_000713862,0.111743, 0.203139
pr_000909973,0.111743, 0.203529
pr_000943560,0.111743, 0.203664
pr_000572609,0.111743, 0.203851
pr_000745368,0.111743, 0.203861
pr_001675421,0.111743, 0.204099
pr_001008479,0.111743, 0.204110
pr_000975033,0.111743, 0.204110
pr_001647987,0.111743, 0.204110
pr_001015688,0.111743, 0.204110
pr_000741135,0.111743, 0.204142
us_000542556,0.111743, 0.204422
pr_001019607,0.111743, 0.204486
pr_000668257,0.111743, 0.204585
pr_000690520,0.111743, 0.204614
pr_001012511,0.111743, 0.204671
pr_001140833,0.111743, 0.204744
pr_000743347,0.111743, 0.204758
pr_001407884,0.111743, 0.204769
pr_001141173,0.111743, 0.204820
pr_000576654,0.111743, 0.205311
pr_002060770,0.111743, 0.205335
pr_000697715,0.111743, 0.205878
pr_000907443,0.111743, 0.206034
pr_000874386,0.111743, 0.206034
us_000190959,0.111743, 0.206321
pr_000906212,0.111743, 0.206402
pr_001017820,0.111743, 0.206402
pr_000871951,0.111743, 0.206402
pr_001602344,0.111743, 0.206594
pr_000566614,0.111743, 0.206594
us_000579042,0.111743, 0.206628
pr_000858782,0.111743, 0.206704
pr_001653256,0.111743, 0.206963
pr_001021494,0.111743, 0.206963
pr_000690676,0.111743, 0.206963
pr_000569643,0.111743, 0.206963
pr_000993402,0.111743, 0.206963
pr_000924927,0.111743, 0.207270
pr_000825169,0.111743, 0.207784
pr_000844600,0.111743, 0.208414
pr_001062248,0.111743, 0.208822
pr_000883166,0.111743, 0.209210
pr_000536094,0.111743, 0.209278
pr_001120851,0.111743, 0.209278
pr_000567481,0.111743, 0.209412
pr_000547653,0.111743, 0.209765
pr_000635003,0.111743, 0.209765
pr_000998941,0.111743, 0.209765
pr_001599697,0.111743, 0.209765
pr_001098801,0.111743, 0.209765
pr_000641711,0.111743, 0.209781
pr_000871051,0.111743, 0.209781
pr_000850073,0.111743, 0.209781
pr_001013425,0.111743, 0.209907
pr_000975016,0.111743, 0.209921
pr_000745662,0.111743, 0.210139
us_000543529,0.111743, 0.210237
pr_001000198,0.111743, 0.210275
pr_001096967,0.111743, 0.210275
pr_001123788,0.111743, 0.210287
pr_000886490,0.111743, 0.210289
pr_000740607,0.111743, 0.210289
pr_000976158,0.111743, 0.210289
pr_000846999,0.111743, 0.210289
pr_000741674,0.111743, 0.210289
pr_000886481,0.111743, 0.210289
pr_001119588,0.111743, 0.210289
pr_000972544,0.111743, 0.210289
pr_000992712,0.111743, 0.210289
pr_001965788,0.111743, 0.210292
pr_000555466,0.111743, 0.210312
pr_000737864,0.111743, 0.210413
pr_001000285,0.111743, 0.210482
pr_000725626,0.111743, 0.210509
pr_001602256,0.111743, 0.210692
pr_000844203,0.111743, 0.210700
pr_000943846,0.111743, 0.210723
pr_000973826,0.111743, 0.210754
pr_000884047,0.111743, 0.210794
pr_001412674,0.111743, 0.210850
pr_001007390,0.111743, 0.210850
pr_000725752,0.111743, 0.210850
pr_001077118,0.111743, 0.210850
pr_001632829,0.111743, 0.210850
pr_001057641,0.111743, 0.210850
pr_000978542,0.111743, 0.210850
pr_001148938,0.111743, 0.210850
pr_001715734,0.111743, 0.210850
pr_000732561,0.111743, 0.210850
pr_000858769,0.111743, 0.210850
pr_000824464,0.111743, 0.210850
pr_000700100,0.111743, 0.210850
pr_001951870,0.111743, 0.210850
pr_001121587,0.111743, 0.210850
pr_000692676,0.111743, 0.210850
pr_000869646,0.111743, 0.210850
pr_000741105,0.111743, 0.210850
pr_001152340,0.111743, 0.210850
pr_000702969,0.111743, 0.210850
pr_001745841,0.111743, 0.210850
pr_001817021,0.111743, 0.210850
pr_000704182,0.111743, 0.210850
pr_000867943,0.111743, 0.210850
pr_000974377,0.111743, 0.210850
pr_000892569,0.111743, 0.210850
pr_001583264,0.111743, 0.210850
pr_000693314,0.111743, 0.210850
pr_000830996,0.111743, 0.210850
pr_001601869,0.111743, 0.210850
pr_000867014,0.111743, 0.210850
pr_000843343,0.111743, 0.210850
pr_001075828,0.111743, 0.210850
pr_001606189,0.111743, 0.210850
pr_000567510,0.111743, 0.210850
pr_000538336,0.111743, 0.210850
pr_000726317,0.111743, 0.210850
pr_000699903,0.111743, 0.210850
pr_000635956,0.111743, 0.210850
pr_000735831,0.111743, 0.210850
pr_000914322,0.111743, 0.210850
pr_000924785,0.111743, 0.210850
pr_001817111,0.111743, 0.210850
pr_000885330,0.111743, 0.210850
pr_000637769,0.111743, 0.210850
pr_001078692,0.111743, 0.210850
pr_000640084,0.111743, 0.210894
pr_001050972,0.111743, 0.210911
pr_000534406,0.111743, 0.212445
pr_000907689,0.111743, 0.212703
pr_000973246,0.111743, 0.212749
pr_000584156,0.111743, 0.212916
pr_000742407,0.111743, 0.217035
pr_000563180,0.111743, 0.219117
pr_000896823,0.111743, 0.220352
pr_001077943,0.111743, 0.232020
us_000531695,0.111743, 0.237694
us_000000677,0.111743, 0.238785
pr_001764772,0.111743, 0.242410
pr_000169325,0.111743, 0.243921
us_000482106,0.111743, 0.250302
pr_000998005,0.111743, 0.253397
us_000475218,0.111743, 0.360123
us_000509448,0.111743, 0.559882
us_000481559,0.111743, 0.782117
pr_001058932,0.111743, 0.819840
pr_000004136,0.045310, 0.000226
pr_000736318,0.045310, 0.125144
pr_000968708,0.045310, 0.125144
pr_000929759,0.045310, 0.125147
pr_001720620,0.045310, 0.125244
pr_001949347,0.045310, 0.125957
pr_001927595,0.045310, 0.125974
pr_000580309,0.045310, 0.126452
pr_001008682,0.045310, 0.126848
pr_000843114,0.045310, 0.127658
pr_000741969,0.045310, 0.127719
pr_001647299,0.045310, 0.128381
pr_000587438,0.045310, 0.128723
pr_000667596,0.045310, 0.128723
pr_001674278,0.045310, 0.128723
pr_002053921,0.045310, 0.128723
pr_000734491,0.045310, 0.128723
pr_001716089,0.045310, 0.128751
pr_001911254,0.045310, 0.128751
pr_001758805,0.045310, 0.128795
pr_000735840,0.045310, 0.128847
pr_001847511,0.045310, 0.129012
pr_000877663,0.045310, 0.129240
pr_001988790,0.045310, 0.129316
pr_001952544,0.045310, 0.129571
pr_001724410,0.045310, 0.129597
pr_001691964,0.045310, 0.129898
pr_000905129,0.045310, 0.129912
pr_001694184,0.045310, 0.129933
pr_001417499,0.045310, 0.129933
pr_000580377,0.045310, 0.129961
pr_001645342,0.045310, 0.130132
pr_000927694,0.045310, 0.130477
pr_000670469,0.045310, 0.130922
pr_000644852,0.045310, 0.131094
pr_000972533,0.045310, 0.131178
pr_000842642,0.045310, 0.131970
pr_001984885,0.045310, 0.131970
pr_001926462,0.045310, 0.131998
pr_000859292,0.045310, 0.131999
pr_000925390,0.045310, 0.132015
pr_001030974,0.045310, 0.132027
pr_000975555,0.045310, 0.132027
pr_002144498,0.045310, 0.132042
pr_000431468,0.045310, 0.132177
pr_000843263,0.045310, 0.132304
pr_002148431,0.045310, 0.132357
pr_001862533,0.045310, 0.132357
pr_000664976,0.045310, 0.132357
pr_000650369,0.045310, 0.132357
pr_000928940,0.045310, 0.132357
pr_000957184,0.045310, 0.132357
pr_000704792,0.045310, 0.132357
pr_001122233,0.045310, 0.132357
pr_001913418,0.045310, 0.132357
pr_000976200,0.045310, 0.132357
pr_000879861,0.045310, 0.132357
pr_001927663,0.045310, 0.132357
pr_001824979,0.045310, 0.132357
pr_000739505,0.045310, 0.132357
pr_001926664,0.045310, 0.132357
pr_000979842,0.045310, 0.132357
pr_000850681,0.045310, 0.132357
pr_000972590,0.045310, 0.132357
pr_000864176,0.045310, 0.132357
pr_000732887,0.045310, 0.132357
pr_000735774,0.045310, 0.132357
pr_000826033,0.045310, 0.132357
pr_002099801,0.045310, 0.132357
pr_000588068,0.045310, 0.132357
pr_000882925,0.045310, 0.132357
pr_000441777,0.045310, 0.132357
pr_000862704,0.045310, 0.132357
pr_000735761,0.045310, 0.132357
pr_002099497,0.045310, 0.132357
pr_000952289,0.045310, 0.132357
pr_000926442,0.045310, 0.132357
pr_000823297,0.045310, 0.132357
pr_000731839,0.045310, 0.132357
pr_001580616,0.045310, 0.132357
pr_001936794,0.045310, 0.132357
pr_000653492,0.045310, 0.132357
pr_000716569,0.045310, 0.132357
pr_000736501,0.045310, 0.132357
pr_000745708,0.045310, 0.132357
pr_001937581,0.045310, 0.132357
pr_000653487,0.045310, 0.132357
pr_000736264,0.045310, 0.132357
pr_001933027,0.045310, 0.132357
pr_000667100,0.045310, 0.132357
pr_000857435,0.045310, 0.132357
pr_000744038,0.045310, 0.132357
pr_000824701,0.045310, 0.132357
pr_001905987,0.045310, 0.132357
pr_000904806,0.045310, 0.132357
pr_000903222,0.045310, 0.132357
pr_001990423,0.045310, 0.132357
pr_001901533,0.045310, 0.132357
pr_000830437,0.045310, 0.132357
pr_000909215,0.045310, 0.132357
pr_000578052,0.045310, 0.132357
pr_000642634,0.045310, 0.132357
pr_001632092,0.045310, 0.132357
pr_001919936,0.045310, 0.132357
pr_000851644,0.045310, 0.132357
pr_000973227,0.045310, 0.132357
pr_001014440,0.045310, 0.132384
pr_001961118,0.045310, 0.132384
pr_001635818,0.045310, 0.132384
pr_002139353,0.045310, 0.132384
pr_001933165,0.045310, 0.132384
pr_001037038,0.045310, 0.132384
pr_001765232,0.045310, 0.132429
pr_001824941,0.045310, 0.132429
pr_001750489,0.045310, 0.132429
pr_001744818,0.045310, 0.132429
pr_000450747,0.045310, 0.132463
pr_001715712,0.045310, 0.132480
pr_000857045,0.045310, 0.132480
pr_001668384,0.045310, 0.132491
pr_000971988,0.045310, 0.132574
pr_000737126,0.045310, 0.132574
pr_000567681,0.045310, 0.132574
pr_000736474,0.045310, 0.132574
pr_000999472,0.045310, 0.132782
pr_000860670,0.045310, 0.132782
pr_000980624,0.045310, 0.132875
pr_001692007,0.045310, 0.132892
pr_001714945,0.045310, 0.133071
pr_000942281,0.045310, 0.133135
pr_001749327,0.045310, 0.133242
pr_000828315,0.045310, 0.133279
pr_000721001,0.045310, 0.133596
pr_000581029,0.045310, 0.133599
pr_000454282,0.045310, 0.133601
pr_000643323,0.045310, 0.133601
pr_000979163,0.045310, 0.133601
pr_000875518,0.045310, 0.133601
pr_001021675,0.045310, 0.133601
pr_000862611,0.045310, 0.133601
pr_001074314,0.045310, 0.133601
pr_000908654,0.045310, 0.133601
pr_001399380,0.045310, 0.133601
pr_000992895,0.045310, 0.133604
pr_000725697,0.045310, 0.133614
pr_000707216,0.045310, 0.133617
pr_000735781,0.045310, 0.133620
pr_000670511,0.045310, 0.133620
pr_001686000,0.045310, 0.133621
pr_000978173,0.045310, 0.133621
pr_000947615,0.045310, 0.133621
pr_000907847,0.045310, 0.133621
pr_000964458,0.045310, 0.133621
pr_000874115,0.045310, 0.133621
pr_000580671,0.045310, 0.133621
pr_000635432,0.045310, 0.133621
pr_000690469,0.045310, 0.133621
pr_000710055,0.045310, 0.133621
pr_000973566,0.045310, 0.133621
pr_000690348,0.045310, 0.133621
pr_000967199,0.045310, 0.133621
pr_000883197,0.045310, 0.133621
pr_000859731,0.045310, 0.133621
pr_001950022,0.045310, 0.133621
pr_000735399,0.045310, 0.133621
pr_000654377,0.045310, 0.133621
pr_000736006,0.045310, 0.133621
pr_001698771,0.045310, 0.133621
pr_000850104,0.045310, 0.133621
pr_000905433,0.045310, 0.133621
pr_000900545,0.045310, 0.133621
pr_000648697,0.045310, 0.133621
pr_000934967,0.045310, 0.133621
pr_000736367,0.045310, 0.133621
pr_000580387,0.045310, 0.133649
pr_000553321,0.045310, 0.133652
pr_000843229,0.045310, 0.133671
pr_000842369,0.045310, 0.133672
pr_000899576,0.045310, 0.133764
pr_000861555,0.045310, 0.133848
pr_000578579,0.045310, 0.133865
pr_001050144,0.045310, 0.134323
pr_000905351,0.045310, 0.134839
pr_000960647,0.045310, 0.134866
pr_000744498,0.045310, 0.134928
pr_000876301,0.045310, 0.135114
pr_000849614,0.045310, 0.135259
pr_000713327,0.045310, 0.135361
pr_000736694,0.045310, 0.135392
pr_001944640,0.045310, 0.135663
pr_001846209,0.045310, 0.135664
pr_001877754,0.045310, 0.135674
pr_001980095,0.045310, 0.135674
pr_001083758,0.045310, 0.135674
pr_001984143,0.045310, 0.135675
pr_001072050,0.045310, 0.135682
pr_000829790,0.045310, 0.135684
pr_002163550,0.045310, 0.135686
pr_001669737,0.045310, 0.135688
pr_001915480,0.045310, 0.135688
pr_000966213,0.045310, 0.135688
pr_001725146,0.045310, 0.135697
pr_000829791,0.045310, 0.135700
pr_000986971,0.045310, 0.135701
pr_001678252,0.045310, 0.135702
pr_001738459,0.045310, 0.135702
pr_000989900,0.045310, 0.135703
pr_001927492,0.045310, 0.135704
pr_002107941,0.045310, 0.135704
pr_001647482,0.045310, 0.135704
pr_000830598,0.045310, 0.135704
pr_000852915,0.045310, 0.135704
pr_001584901,0.045310, 0.135704
pr_000967706,0.045310, 0.135704
pr_002055686,0.045310, 0.135704
pr_000974350,0.045310, 0.135704
pr_001923327,0.045310, 0.135704
pr_001035690,0.045310, 0.135704
pr_002131320,0.045310, 0.135704
pr_001643454,0.045310, 0.135704
pr_001980097,0.045310, 0.135704
pr_001922747,0.045310, 0.135704
pr_000969666,0.045310, 0.135704
pr_000976754,0.045310, 0.135704
pr_002197911,0.045310, 0.135704
pr_001046079,0.045310, 0.135704
pr_000862672,0.045310, 0.135704
pr_001948938,0.045310, 0.135704
pr_001606282,0.045310, 0.135704
pr_000822017,0.045310, 0.135704
pr_001985591,0.045310, 0.135704
pr_002055771,0.045310, 0.135704
pr_001152801,0.045310, 0.135709
pr_000825247,0.045310, 0.135731
pr_000972139,0.045310, 0.135758
pr_000690562,0.045310, 0.135764
pr_000994640,0.045310, 0.135775
pr_000825858,0.045310, 0.135816
pr_001585990,0.045310, 0.135827
pr_001662893,0.045310, 0.135921
pr_000739203,0.045310, 0.136042
pr_000735888,0.045310, 0.136042
pr_000872764,0.045310, 0.136043
pr_000644519,0.045310, 0.136044
pr_000741967,0.045310, 0.136044
pr_000880079,0.045310, 0.136044
pr_000588430,0.045310, 0.136044
pr_001824253,0.045310, 0.136044
pr_000871846,0.045310, 0.136044
pr_001768342,0.045310, 0.136044
pr_001086852,0.045310, 0.136044
pr_000736401,0.045310, 0.136044
pr_001086904,0.045310, 0.136044
pr_000690393,0.045310, 0.136044
pr_000635015,0.045310, 0.136046
pr_000850559,0.045310, 0.136046
pr_002139455,0.045310, 0.136046
pr_000853963,0.045310, 0.136046
pr_000972115,0.045310, 0.136046
pr_000580243,0.045310, 0.136046
pr_000883229,0.045310, 0.136046
pr_001016881,0.045310, 0.136046
pr_001979378,0.045310, 0.136046
pr_001981771,0.045310, 0.136046
pr_000586084,0.045310, 0.136046
pr_000728629,0.045310, 0.136046
pr_001739240,0.045310, 0.136046
pr_001982618,0.045310, 0.136046
pr_001736717,0.045310, 0.136046
pr_002178625,0.045310, 0.136046
pr_001766233,0.045310, 0.136046
pr_000976837,0.045310, 0.136046
pr_001021410,0.045310, 0.136046
pr_000884741,0.045310, 0.136046
pr_000987482,0.045310, 0.136046
pr_000858272,0.045310, 0.136046
pr_000626719,0.045310, 0.136046
pr_000897442,0.045310, 0.136046
pr_000861504,0.045310, 0.136046
pr_001819727,0.045310, 0.136046
pr_000648607,0.045310, 0.136046
pr_000704765,0.045310, 0.136046
pr_001925735,0.045310, 0.136046
pr_000978755,0.045310, 0.136046
pr_000989093,0.045310, 0.136046
pr_000825462,0.045310, 0.136046
pr_001415808,0.045310, 0.136046
pr_001921757,0.045310, 0.136046
pr_000645346,0.045310, 0.136046
pr_001661481,0.045310, 0.136046
pr_002148412,0.045310, 0.136046
pr_000736546,0.045310, 0.136046
pr_000556700,0.045310, 0.136046
pr_000924794,0.045310, 0.136046
pr_001589722,0.045310, 0.136046
pr_001766075,0.045310, 0.136046
pr_000925701,0.045310, 0.136046
pr_000580490,0.045310, 0.136046
pr_002115450,0.045310, 0.136046
pr_000923287,0.045310, 0.136046
pr_001019410,0.045310, 0.136046
pr_001005249,0.045310, 0.136046
pr_000740870,0.045310, 0.136046
pr_000664256,0.045310, 0.136046
pr_001974800,0.045310, 0.136046
pr_002143469,0.045310, 0.136046
pr_000636373,0.045310, 0.136046
pr_000737846,0.045310, 0.136046
pr_000967876,0.045310, 0.136046
pr_000860459,0.045310, 0.136046
pr_001061107,0.045310, 0.136046
pr_001967250,0.045310, 0.136046
pr_002108756,0.045310, 0.136046
pr_002231238,0.045310, 0.136046
pr_000845993,0.045310, 0.136046
pr_001866823,0.045310, 0.136046
pr_000891257,0.045310, 0.136046
pr_000691389,0.045310, 0.136046
pr_001921342,0.045310, 0.136046
pr_001975884,0.045310, 0.136046
pr_000982854,0.045310, 0.136046
pr_000857455,0.045310, 0.136046
pr_002108869,0.045310, 0.136046
pr_000876680,0.045310, 0.136046
pr_001922981,0.045310, 0.136046
pr_000998932,0.045310, 0.136046
pr_000903301,0.045310, 0.136046
pr_000710329,0.045310, 0.136046
pr_001627162,0.045310, 0.136046
pr_000981871,0.045310, 0.136046
pr_001746907,0.045310, 0.136046
pr_001737321,0.045310, 0.136046
pr_000869050,0.045310, 0.136046
pr_000907151,0.045310, 0.136046
pr_001073032,0.045310, 0.136046
pr_001933432,0.045310, 0.136046
pr_000743849,0.045310, 0.136046
pr_000458941,0.045310, 0.136046
pr_000990429,0.045310, 0.136046
pr_000871736,0.045310, 0.136046
pr_000727659,0.045310, 0.136046
pr_000862501,0.045310, 0.136046
pr_000944425,0.045310, 0.136046
pr_001117381,0.045310, 0.136046
pr_000860614,0.045310, 0.136046
pr_001743943,0.045310, 0.136046
pr_001601010,0.045310, 0.136046
pr_000950231,0.045310, 0.136046
pr_000852049,0.045310, 0.136046
pr_000666731,0.045310, 0.136046
pr_000859578,0.045310, 0.136046
pr_000433641,0.045310, 0.136046
pr_000903102,0.045310, 0.136046
pr_002108871,0.045310, 0.136046
pr_001749737,0.045310, 0.136046
pr_001938355,0.045310, 0.136046
pr_001648637,0.045310, 0.136046
pr_000741687,0.045310, 0.136046
pr_001826849,0.045310, 0.136046
pr_000661420,0.045310, 0.136046
pr_000876737,0.045310, 0.136046
pr_000642697,0.045310, 0.136046
pr_000854418,0.045310, 0.136046
pr_000665827,0.045310, 0.136046
pr_000990485,0.045310, 0.136046
pr_000582752,0.045310, 0.136046
pr_000981270,0.045310, 0.136046
pr_000980024,0.045310, 0.136046
pr_000925685,0.045310, 0.136046
pr_000943346,0.045310, 0.136046
pr_001015993,0.045310, 0.136046
pr_000925466,0.045310, 0.136046
pr_001077508,0.045310, 0.136046
pr_000822692,0.045310, 0.136046
pr_001038789,0.045310, 0.136046
pr_002154510,0.045310, 0.136046
pr_000663404,0.045310, 0.136046
pr_000951587,0.045310, 0.136046
pr_001767323,0.045310, 0.136046
pr_002073075,0.045310, 0.136046
pr_001920011,0.045310, 0.136046
pr_001021367,0.045310, 0.136046
pr_000911135,0.045310, 0.136046
pr_000887527,0.045310, 0.136046
pr_001659670,0.045310, 0.136046
pr_001967790,0.045310, 0.136046
pr_001600141,0.045310, 0.136046
pr_000720049,0.045310, 0.136046
pr_000869572,0.045310, 0.136046
pr_000662268,0.045310, 0.136046
pr_000968993,0.045310, 0.136046
pr_001025372,0.045310, 0.136046
pr_000928894,0.045310, 0.136046
pr_002161044,0.045310, 0.136046
pr_001746871,0.045310, 0.136046
pr_000730930,0.045310, 0.136046
pr_001867039,0.045310, 0.136046
pr_000741971,0.045310, 0.136046
pr_001585034,0.045310, 0.136046
pr_001985745,0.045310, 0.136046
pr_002153188,0.045310, 0.136046
pr_002117634,0.045310, 0.136046
pr_001957172,0.045310, 0.136046
pr_002055765,0.045310, 0.136046
pr_001697531,0.045310, 0.136046
pr_000979004,0.045310, 0.136046
pr_000680104,0.045310, 0.136046
pr_000875461,0.045310, 0.136046
pr_001019670,0.045310, 0.136046
pr_000989376,0.045310, 0.136046
pr_000744586,0.045310, 0.136046
pr_000850129,0.045310, 0.136046
pr_000825775,0.045310, 0.136046
pr_001009140,0.045310, 0.136046
pr_000974309,0.045310, 0.136046
pr_000441308,0.045310, 0.136046
pr_000735303,0.045310, 0.136046
pr_001413137,0.045310, 0.136046
pr_000736576,0.045310, 0.136046
pr_001641064,0.045310, 0.136046
pr_001669774,0.045310, 0.136046
pr_000443758,0.045310, 0.136046
pr_000728978,0.045310, 0.136046
pr_000970013,0.045310, 0.136046
pr_000738460,0.045310, 0.136046
pr_002171749,0.045310, 0.136046
pr_001007389,0.045310, 0.136046
pr_001911495,0.045310, 0.136046
pr_001979294,0.045310, 0.136046
pr_001762854,0.045310, 0.136046
pr_000736279,0.045310, 0.136046
pr_000945231,0.045310, 0.136046
pr_000743873,0.045310, 0.136046
pr_000743929,0.045310, 0.136046
pr_000731450,0.045310, 0.136046
pr_000859834,0.045310, 0.136046
pr_000848896,0.045310, 0.136046
pr_000970547,0.045310, 0.136046
pr_000824512,0.045310, 0.136046
pr_001737298,0.045310, 0.136046
pr_001046303,0.045310, 0.136046
pr_000668674,0.045310, 0.136046
pr_000734921,0.045310, 0.136046
pr_001927509,0.045310, 0.136046
pr_000884605,0.045310, 0.136046
pr_001613063,0.045310, 0.136046
pr_000740407,0.045310, 0.136046
pr_000906232,0.045310, 0.136046
pr_001685972,0.045310, 0.136046
pr_001718838,0.045310, 0.136046
pr_001009193,0.045310, 0.136046
pr_000968279,0.045310, 0.136046
pr_000964380,0.045310, 0.136046
pr_001920278,0.045310, 0.136046
pr_000736419,0.045310, 0.136046
pr_000642622,0.045310, 0.136046
pr_001645278,0.045310, 0.136046
pr_000727650,0.045310, 0.136046
pr_000925806,0.045310, 0.136046
pr_001086159,0.045310, 0.136046
pr_000829969,0.045310, 0.136046
pr_000904818,0.045310, 0.136046
pr_000987631,0.045310, 0.136046
pr_000736247,0.045310, 0.136046
pr_000739173,0.045310, 0.136046
pr_001738183,0.045310, 0.136046
pr_001647306,0.045310, 0.136046
pr_000848706,0.045310, 0.136046
pr_000855549,0.045310, 0.136046
pr_001921057,0.045310, 0.136046
pr_001653789,0.045310, 0.136046
pr_000857425,0.045310, 0.136046
pr_001846474,0.045310, 0.136046
pr_000735763,0.045310, 0.136046
pr_000667857,0.045310, 0.136046
pr_001008584,0.045310, 0.136046
pr_000823523,0.045310, 0.136046
pr_000875368,0.045310, 0.136046
pr_000854371,0.045310, 0.136046
pr_000736044,0.045310, 0.136046
pr_000979686,0.045310, 0.136046
pr_000654617,0.045310, 0.136046
pr_001937598,0.045310, 0.136046
pr_000925388,0.045310, 0.136046
pr_000737890,0.045310, 0.136046
pr_000883830,0.045310, 0.136046
pr_000727533,0.045310, 0.136046
pr_000868505,0.045310, 0.136046
pr_000900092,0.045310, 0.136046
pr_000980530,0.045310, 0.136046
pr_000876378,0.045310, 0.136046
pr_000903366,0.045310, 0.136046
pr_001004775,0.045310, 0.136046
pr_000875460,0.045310, 0.136046
pr_000828166,0.045310, 0.136046
pr_001050926,0.045310, 0.136046
pr_001922472,0.045310, 0.136046
pr_000691863,0.045310, 0.136046
pr_000883584,0.045310, 0.136046
pr_001006731,0.045310, 0.136046
pr_001961906,0.045310, 0.136046
pr_001066362,0.045310, 0.136046
pr_000577714,0.045310, 0.136046
pr_000971935,0.045310, 0.136046
pr_001918871,0.045310, 0.136046
pr_000648391,0.045310, 0.136046
pr_002108766,0.045310, 0.136046
pr_000974979,0.045310, 0.136046
pr_000843026,0.045310, 0.136046
pr_000979769,0.045310, 0.136046
pr_000849782,0.045310, 0.136046
pr_000587637,0.045310, 0.136046
pr_000830716,0.045310, 0.136046
pr_000585644,0.045310, 0.136046
pr_001930200,0.045310, 0.136046
pr_002108500,0.045310, 0.136046
pr_000947290,0.045310, 0.136046
pr_000969258,0.045310, 0.136046
pr_000872838,0.045310, 0.136046
pr_000734439,0.045310, 0.136046
pr_001933928,0.045310, 0.136046
pr_001008477,0.045310, 0.136046
pr_000846875,0.045310, 0.136046
pr_000974818,0.045310, 0.136046
pr_000580471,0.045310, 0.136046
pr_000825699,0.045310, 0.136046
pr_000988020,0.045310, 0.136046
pr_000738303,0.045310, 0.136046
pr_000704044,0.045310, 0.136046
pr_000881020,0.045310, 0.136046
pr_000976397,0.045310, 0.136046
pr_001977549,0.045310, 0.136046
pr_000999047,0.045310, 0.136046
pr_000656757,0.045310, 0.136046
pr_000744515,0.045310, 0.136046
pr_001913645,0.045310, 0.136046
pr_000863799,0.045310, 0.136046
pr_000828845,0.045310, 0.136046
pr_000953667,0.045310, 0.136046
pr_001955054,0.045310, 0.136046
pr_000993801,0.045310, 0.136046
pr_000894758,0.045310, 0.136046
pr_001919954,0.045310, 0.136046
pr_000822521,0.045310, 0.136046
pr_001695990,0.045310, 0.136046
pr_000940750,0.045310, 0.136046
pr_002132276,0.045310, 0.136046
pr_000706150,0.045310, 0.136046
pr_000583367,0.045310, 0.136046
pr_000650386,0.045310, 0.136046
pr_000706176,0.045310, 0.136046
pr_001934265,0.045310, 0.136046
pr_000896563,0.045310, 0.136046
pr_002135279,0.045310, 0.136046
pr_001988639,0.045310, 0.136046
pr_001717668,0.045310, 0.136046
pr_000879434,0.045310, 0.136046
pr_000844198,0.045310, 0.136046
pr_000870776,0.045310, 0.136046
pr_000860810,0.045310, 0.136046
pr_000859208,0.045310, 0.136046
pr_000864334,0.045310, 0.136046
pr_001933404,0.045310, 0.136046
pr_000870191,0.045310, 0.136046
pr_001101042,0.045310, 0.136046
pr_001396942,0.045310, 0.136046
pr_001046284,0.045310, 0.136046
pr_000849203,0.045310, 0.136046
pr_001584894,0.045310, 0.136046
pr_001697205,0.045310, 0.136046
pr_001909519,0.045310, 0.136046
pr_000831645,0.045310, 0.136046
pr_000860949,0.045310, 0.136046
pr_000738374,0.045310, 0.136046
pr_001937433,0.045310, 0.136046
pr_002152203,0.045310, 0.136046
pr_000859565,0.045310, 0.136046
pr_001709282,0.045310, 0.136046
pr_002108857,0.045310, 0.136046
pr_001581356,0.045310, 0.136046
pr_000724273,0.045310, 0.136046
pr_000972526,0.045310, 0.136046
pr_000869768,0.045310, 0.136046
pr_000668368,0.045310, 0.136046
pr_000906777,0.045310, 0.136046
pr_000706368,0.045310, 0.136046
pr_000903605,0.045310, 0.136046
pr_001769292,0.045310, 0.136046
pr_000653702,0.045310, 0.136046
pr_001697027,0.045310, 0.136046
pr_000583983,0.045310, 0.136046
pr_001946885,0.045310, 0.136046
pr_000904578,0.045310, 0.136046
pr_002200717,0.045310, 0.136046
pr_002171971,0.045310, 0.136046
pr_000851516,0.045310, 0.136046
pr_000649252,0.045310, 0.136046
pr_000984001,0.045310, 0.136046
pr_000738246,0.045310, 0.136046
pr_001607230,0.045310, 0.136046
pr_000860446,0.045310, 0.136046
pr_000978289,0.045310, 0.136046
pr_000925002,0.045310, 0.136046
pr_000968679,0.045310, 0.136046
pr_001745776,0.045310, 0.136046
pr_000867959,0.045310, 0.136046
pr_000854483,0.045310, 0.136046
pr_001922402,0.045310, 0.136046
pr_000467550,0.045310, 0.136046
pr_000728352,0.045310, 0.136046
pr_000830653,0.045310, 0.136046
pr_001620516,0.045310, 0.136046
pr_000723246,0.045310, 0.136046
pr_000888143,0.045310, 0.136046
pr_001415576,0.045310, 0.136046
pr_000735810,0.045310, 0.136046
pr_001986526,0.045310, 0.136046
pr_000827531,0.045310, 0.136046
pr_001910039,0.045310, 0.136046
pr_000642752,0.045310, 0.136046
pr_000979945,0.045310, 0.136046
pr_000850112,0.045310, 0.136046
pr_001007524,0.045310, 0.136046
